#name	radius	orbital_period	semi_major_axis	tperi	impact_parameter	star_name	ra	dec	mag_v
Kepler-874b	0.352	40.0686727	nan	nan	nan	Kepler-874	294.95686	43.014328	nan
Kepler-875b	0.259	27.5073799	nan	nan	nan	Kepler-875	297.3013	43.141888	nan
Kepler-876b	0.128	5.14438011	nan	nan	nan	Kepler-876	283.478199	43.383781	nan
Kepler-877b	0.189	18.45847097	nan	nan	nan	Kepler-877	289.859129	46.522667	nan
Kepler-878b	0.172	25.9422033	nan	nan	nan	Kepler-878	285.296197	46.603439	nan
Kepler-879b	0.229	33.3855938	nan	nan	nan	Kepler-879	295.806573	50.909798	nan
Kepler-880b	0.237	7.71468975	nan	nan	nan	Kepler-880	281.971245	43.672771	nan
Kepler-881b	0.159	4.44448017	nan	nan	nan	Kepler-881	288.992588	46.670753	nan
Kepler-882b	0.11	3.98953967	nan	nan	nan	Kepler-882	294.649885	43.335587	nan
Kepler-883b	0.159	12.98495573	nan	nan	nan	Kepler-883	286.433673	50.300327	nan
Kepler-884b	0.11	5.69919514	nan	nan	nan	Kepler-884	292.584443	49.923161	nan
Kepler-885b	0.223	18.11472949	nan	nan	nan	Kepler-885	288.661559	49.737206	nan
Kepler-886b	0.136	6.24146367	nan	nan	nan	Kepler-886	286.271745	43.595234	nan
Kepler-887b	0.164	20.42228798	nan	nan	nan	Kepler-887	290.090807	39.816989	nan
Kepler-887c	0.101	7.63846023	nan	nan	nan	Kepler-887	290.090807	39.816989	nan
Kepler-888b	0.157	70.6979061	nan	nan	nan	Kepler-888	295.521206	49.738632	nan
Kepler-889b	0.097	3.744439	nan	nan	nan	Kepler-889	291.467319	50.759489	nan
Kepler-89b	0.153	3.743208	0.05119	nan	0.088	KOI-94	297.333057	41.891117	12.4
Kepler-89c	0.385	10.423648	0.1013	nan	0.41	KOI-94	297.333057	41.891117	12.4
Kepler-89d	1.005	22.342989	0.1684	nan	0.055	KOI-94	297.333057	41.891117	12.4
Kepler-89e	0.585	54.32031	0.3046	nan	0.18	KOI-94	297.333057	41.891117	12.4
Kepler-890b	0.793	52.75875577	nan	nan	nan	Kepler-890	288.435745	43.763496	nan
Kepler-891b	0.572	53.44945593	nan	nan	nan	Kepler-891	291.083797	40.355255	nan
Kepler-892b	0.251	13.7521072	nan	nan	nan	Kepler-892	283.129641	43.888241	nan
Kepler-893b	0.27	6.33855761	nan	nan	nan	Kepler-893	284.963031	43.913006	nan
Kepler-894b	0.248	9.803224	nan	nan	nan	Kepler-894	288.734088	46.939396	nan
Kepler-895b	0.137	2.80624233	nan	nan	nan	Kepler-895	289.290653	51.408891	nan
Kepler-896b	0.226	144.547396	nan	nan	nan	Kepler-896	282.439182	43.734486	nan
Kepler-897b	0.213	8.0472642	nan	nan	nan	Kepler-897	290.586837	51.69582	nan
Kepler-898b	0.133	5.8706191	nan	nan	nan	Kepler-898	286.585389	46.87093	nan
Kepler-899b	0.239	19.17891293	nan	nan	nan	Kepler-899	297.48258	40.68078	nan
Kepler-9b	0.74	19.23891	0.143	nan	0.59	Kepler-9	285.573981	38.400892	13.9
Kepler-9c	0.721	38.9853	0.227	nan	0.74	Kepler-9	285.573981	38.400892	13.9
Kepler-9d	0.146	1.592851	0.0273	nan	nan	Kepler-9	285.573981	38.400892	13.9
Kepler-90i	0.118	14.44912	0.2	nan	0.5	KOI-351	284.433492	49.305161	14
Kepler-900b	0.186	6.9913086	nan	nan	nan	Kepler-900	296.177297	46.99902	nan
Kepler-901b	0.122	3.51749439	nan	nan	nan	Kepler-901	291.152951	40.887497	nan
Kepler-902b	0.227	40.1099547	nan	nan	nan	Kepler-902	289.731692	46.953823	nan
Kepler-903b	0.179	10.3507721	nan	nan	nan	Kepler-903	288.771018	40.664176	nan
Kepler-903c	0.226	62.9228557	nan	nan	nan	Kepler-903	288.771018	40.664176	nan
Kepler-904b	0.158	3.02166863	nan	nan	nan	Kepler-904	288.822916	40.389049	nan
Kepler-905b	0.126	5.08274652	nan	nan	nan	Kepler-905	290.051123	46.713375	nan
Kepler-906b	0.188	41.6979976	nan	nan	nan	Kepler-906	291.405561	40.125487	nan
Kepler-907b	0.107	15.86621821	nan	nan	nan	Kepler-907	285.476589	41.63274	nan
Kepler-908b	0.109	1.34059747	nan	nan	nan	Kepler-908	295.322517	39.376484	nan
Kepler-909b	0.131	13.93290318	nan	nan	nan	Kepler-909	289.506358	45.370998	nan
Kepler-91b	1.367	6.24658	0.0731	nan	0.8667	Kepler-91	285.672872	44.116734	12.9
Kepler-910b	0.073	2.36436901	nan	nan	nan	Kepler-910	296.047358	42.743006	nan
Kepler-911b	0.232	20.310501	nan	nan	nan	Kepler-911	298.589186	40.750689	nan
Kepler-912b	0.25	2.53475627	nan	nan	nan	Kepler-912	298.111206	41.758333	nan
Kepler-913b	0.184	10.29672521	nan	nan	nan	Kepler-913	297.583122	41.952431	nan
Kepler-914b	0.123	4.40966548	nan	nan	nan	Kepler-914	290.412001	44.89933	nan
Kepler-915b	0.134	4.59489604	nan	nan	nan	Kepler-915	290.592077	45.737137	nan
Kepler-916b	0.157	32.2968798	nan	nan	nan	Kepler-916	290.983322	45.973301	nan
Kepler-917b	0.17	2.97041437	nan	nan	nan	Kepler-917	299.05126	47.949284	nan
Kepler-918b	0.155	4.85386933	nan	nan	nan	Kepler-918	298.200719	48.267838	nan
Kepler-919b	0.201	11.04603384	nan	nan	nan	Kepler-919	298.114772	48.494404	nan
Kepler-92b	0.313	13.749	nan	nan	nan	Kepler-92	289.086058	41.562941	11.6
Kepler-92c	0.232	26.723	nan	nan	nan	Kepler-92	289.086058	41.562941	11.6
Kepler-92d	0.184	49.3568	nan	nan	nan	Kepler-92	289.086058	41.562941	11.6
Kepler-920b	0.216	6.53192704	nan	nan	nan	Kepler-920	284.296949	49.158676	nan
Kepler-920c	0.339	100.8274113	nan	nan	nan	Kepler-920	284.296949	49.158676	nan
Kepler-921b	0.256	51.300634	nan	nan	nan	Kepler-921	284.616205	49.190811	nan
Kepler-922b	0.127	0.93846683	nan	nan	nan	Kepler-922	284.731462	49.533195	nan
Kepler-923b	0.123	6.93366476	nan	nan	nan	Kepler-923	294.171085	40.055165	nan
Kepler-924b	0.274	61.0370117	nan	nan	nan	Kepler-924	290.668512	40.397718	nan
Kepler-925b	0.209	33.8678531	nan	nan	nan	Kepler-925	290.106539	40.490657	nan
Kepler-926b	0.206	52.0688601	nan	nan	nan	Kepler-926	289.679343	40.700466	nan
Kepler-927b	0.153	9.1149903	nan	nan	nan	Kepler-927	289.38351	41.392695	nan
Kepler-928b	0.142	3.9324613	nan	nan	nan	Kepler-928	289.920717	41.542828	nan
Kepler-929b	0.099	0.92103214	nan	nan	nan	Kepler-929	298.481124	41.615332	nan
Kepler-93b	0.14	4.72674	0.053	nan	0.2	Kepler-93	291.418281	38.672354	nan
Kepler-930b	0.19	71.4517775	nan	nan	nan	Kepler-930	298.314444	42.247434	nan
Kepler-931b	0.119	8.03755877	nan	nan	nan	Kepler-931	297.132641	42.768253	nan
Kepler-932b	0.122	1.9214374	nan	nan	nan	Kepler-932	296.952062	43.271969	nan
Kepler-933b	0.219	14.20443009	nan	nan	nan	Kepler-933	289.568659	43.538612	nan
Kepler-934b	0.186	55.6738309	nan	nan	nan	Kepler-934	290.288467	43.755322	nan
Kepler-935b	0.12	4.88083852	nan	nan	nan	Kepler-935	295.021668	46.619217	nan
Kepler-936b	0.129	10.56134221	nan	nan	nan	Kepler-936	293.577759	46.736347	nan
Kepler-937b	0.332	67.668827	nan	nan	nan	Kepler-937	294.168805	46.714611	nan
Kepler-937c	0.238	153.343364	nan	nan	nan	Kepler-937	294.168805	46.714611	nan
Kepler-938b	0.198	52.6298417	nan	nan	nan	Kepler-938	294.789143	46.98399	nan
Kepler-939b	0.156	14.878296	nan	nan	nan	Kepler-939	293.865613	47.026829	nan
Kepler-94b	0.313	2.50806	nan	nan	0.85	Kepler-94	281.194747	47.497148	12.895
Kepler-940b	0.298	59.6225257	nan	nan	nan	Kepler-940	294.241293	47.275982	nan
Kepler-941b	0.275	17.42395198	nan	nan	nan	Kepler-941	294.326356	47.217613	nan
Kepler-942b	0.19	44.96417488	nan	nan	nan	Kepler-942	294.955114	44.149818	nan
Kepler-943b	0.529	49.7701438	0.2672	nan	nan	Kepler-943	284.273965	41.535023	15
Kepler-944b	0.235	43.3167737	nan	nan	nan	Kepler-944	293.601262	42.379761	nan
Kepler-945b	0.235	31.0033814	nan	nan	nan	Kepler-945	291.269748	42.096046	nan
Kepler-946b	0.172	11.79162572	nan	nan	nan	Kepler-946	300.929606	44.02879	nan
Kepler-947b	0.203	26.9644317	nan	nan	nan	Kepler-947	294.366727	42.252678	nan
Kepler-948b	0.165	7.76846622	nan	nan	nan	Kepler-948	293.300231	41.523338	nan
Kepler-949b	0.26	8.6893073	nan	nan	nan	Kepler-949	298.607876	46.453682	nan
Kepler-95b	0.305	11.5231	nan	nan	0.74	Kepler-95	284.482459	44.398037	12.346
Kepler-950b	0.801	98.7180406	nan	nan	nan	Kepler-950	287.956566	41.130329	nan
Kepler-951b	0.499	71.52530845	nan	nan	nan	Kepler-951	287.73756	38.114567	nan
Kepler-952b	0.682	130.3546919	nan	nan	nan	Kepler-952	285.371949	41.993912	nan
Kepler-953b	0.376	88.40655258	0.19757	nan	nan	Kepler-953	288.971662	44.624531	nan
Kepler-953c	0.106	9.10967112	nan	nan	nan	Kepler-953	288.971662	44.624531	nan
Kepler-954b	0.207	16.78176602	nan	nan	nan	Kepler-954	295.859378	47.93951	nan
Kepler-955b	0.279	14.53244172	nan	nan	nan	Kepler-955	288.471458	40.269795	nan
Kepler-956b	0.268	5.24867263	nan	nan	nan	Kepler-956	292.530806	49.061707	nan
Kepler-957b	0.491	5.90741354	nan	nan	nan	Kepler-957	290.156346	48.818996	nan
Kepler-958b	0.184	9.7678805	nan	nan	nan	Kepler-958	287.256685	46.066769	nan
Kepler-959b	0.391	14.80074836	nan	nan	nan	Kepler-959	292.171168	40.811382	nan
Kepler-96b	0.238	16.2385	nan	nan	0.54	Kepler-96	297.069643	40.525141	10.297
Kepler-960b	0.204	3.12686223	nan	nan	nan	Kepler-960	281.457163	46.746468	nan
Kepler-961b	0.227	16.87727414	nan	nan	nan	Kepler-961	282.035496	43.631268	nan
Kepler-962b	0.176	12.05707239	nan	nan	nan	Kepler-962	295.313145	46.237488	nan
Kepler-963b	0.237	9.97683705	nan	nan	nan	Kepler-963	296.752973	45.0411	nan
Kepler-964b	0.189	13.5225106	nan	nan	nan	Kepler-964	295.30009	40.556591	nan
Kepler-965b	0.302	134.2527298	nan	nan	nan	Kepler-965	298.515338	41.891205	nan
Kepler-966b	0.368	99.747622	nan	nan	nan	Kepler-966	297.270578	50.121811	nan
Kepler-967b	0.21	13.22713379	nan	nan	nan	Kepler-967	286.558075	38.40536	nan
Kepler-967c	0.326	198.7112502	nan	nan	nan	Kepler-967	286.558075	38.40536	nan
Kepler-968b	0.178	3.69298373	nan	nan	nan	Kepler-968	285.602528	50.112038	nan
Kepler-968c	0.151	5.70940492	nan	nan	nan	Kepler-968	285.602528	50.112038	nan
Kepler-969b	0.185	34.1731714	nan	nan	nan	Kepler-969	288.372508	47.933556	nan
Kepler-969c	0.088	1.6829346	nan	nan	nan	Kepler-969	288.372508	47.933556	nan
Kepler-97b	0.132	2.58664	nan	nan	0.41	Kepler-97	287.326624	48.673431	nan
Kepler-970b	0.247	16.73652231	nan	nan	nan	Kepler-970	289.62523	40.708726	nan
Kepler-971b	0.19	9.59070716	nan	nan	nan	Kepler-971	284.094587	41.182821	nan
Kepler-972b	0.415	7.03932553	nan	nan	nan	Kepler-972	295.828703	43.425495	nan
Kepler-973b	0.175	49.6077331	nan	nan	nan	Kepler-973	290.165258	49.923862	nan
Kepler-974b	0.14	4.19449651	nan	nan	nan	Kepler-974	285.013102	40.220753	nan
Kepler-975b	0.132	1.97034246	nan	nan	nan	Kepler-975	290.54855	38.495275	nan
Kepler-976b	0.353	105.9564148	nan	nan	nan	Kepler-976	289.869641	46.729706	nan
Kepler-977b	0.234	26.85328322	nan	nan	nan	Kepler-977	291.51621	42.248196	nan
Kepler-978b	0.267	49.6221509	nan	nan	nan	Kepler-978	286.710723	43.043453	nan
Kepler-979b	0.243	8.0880135	nan	nan	nan	Kepler-979	300.371281	46.408276	nan
Kepler-98b	0.178	1.54168	nan	nan	0.56	Kepler-98	285.661662	37.964506	nan
Kepler-980b	0.238	11.55102504	nan	nan	nan	Kepler-980	294.613008	45.060169	nan
Kepler-981b	0.206	4.46975774	nan	nan	nan	Kepler-981	289.248907	47.650101	nan
Kepler-982b	0.201	15.7738221	nan	nan	nan	Kepler-982	288.41768	46.590427	nan
Kepler-983b	0.211	60.0855082	nan	nan	nan	Kepler-983	285.10406	45.008167	nan
Kepler-984b	0.189	43.0342272	nan	nan	nan	Kepler-984	296.958868	46.394127	nan
Kepler-985b	0.266	116.331901	nan	nan	nan	Kepler-985	290.144308	44.049953	nan
Kepler-986b	0.211	56.4349938	nan	nan	nan	Kepler-986	293.094007	42.896431	nan
Kepler-987b	0.291	105.3033148	nan	nan	nan	Kepler-987	289.41107	46.130848	nan
Kepler-988b	0.185	17.76080053	nan	nan	nan	Kepler-988	290.708386	42.237251	nan
Kepler-989b	0.197	7.96431535	nan	nan	nan	Kepler-989	281.582909	47.233631	nan
Kepler-99b	0.132	4.60358	nan	nan	0.21	Kepler-99	297.354004	41.300049	nan
Kepler-990b	0.232	9.91723428	nan	nan	nan	Kepler-990	297.938209	46.881393	nan
Kepler-990c	0.136	0.53835431	nan	nan	nan	Kepler-990	297.938209	46.881393	nan
Kepler-991b	0.227	82.5342519	nan	nan	nan	Kepler-991	297.090655	49.626572	nan
Kepler-992b	0.145	20.16034462	nan	nan	nan	Kepler-992	284.43028	47.641785	nan
Kepler-993b	0.265	22.08557563	nan	nan	nan	Kepler-993	292.614101	44.394661	nan
Kepler-994b	0.143	1.15116651	nan	nan	nan	Kepler-994	289.072225	47.40707	nan
Kepler-995b	0.241	28.26731672	nan	nan	nan	Kepler-995	284.615727	39.131038	nan
Kepler-996b	0.177	3.77059058	nan	nan	nan	Kepler-996	291.912789	41.533611	nan
Kepler-997b	0.121	2.70730672	nan	nan	nan	Kepler-997	289.233369	49.938934	nan
Kepler-998b	0.207	5.65377733	nan	nan	nan	Kepler-998	296.754151	49.208744	nan
Kepler-999b	0.209	5.99185702	nan	nan	nan	Kepler-999	299.660466	46.198418	nan
L168-9b	0.124	1.4015	0.02091	nan	nan	L168-9	350.0333333	-60.06527779	11
L98-59b	0.0758	2.2531136	0.02191	nan	0.53	L98-59	122.5333333	-68.31305557	11.7
L98-59c	0.12356	3.6906777	0.0304	nan	0.6	L98-59	122.5333333	-68.31305557	11.7
L98-59d	0.1357	7.4507245	0.0486	nan	0.922	L98-59	122.5333333	-68.31305557	11.7
LHS1140b	0.15407	24.736	0.0936	nan	nan	LHS1140	11.24583335	-15.2713889	14.15
LHS1140c	0.11437	3.777931	0.02675	nan	nan	LHS1140	11.24583335	-15.2713889	14.15
LHS1478b	0.1106	1.9495378	0.01848	nan	0.717	LHS1478	44.32500001	76.55361113	13
LHS1815b	0.09707	3.81433	0.0404	nan	nan	LHS1815	91.08333334	-55.31305557	12.2
LHS3844b	0.1178	0.46292792	0.00623	nan	0.221	LHS3844	340.4958334	-69.17222223	15.2
LP358-499e	0.154	26.5841	0.1346	nan	0.928	K2-133	70.148567	25.010006	nan
LP714-47b	0.419	4.052037	0.0417	nan	nan	LP714-47	64.19166668	-12.085	10
LP791-18b	0.0999	0.948005	0.00969	nan	0.54	LP791-18	165.6916667	-16.40611112	16.9
LP791-18c	0.2061	4.989963	0.029392	nan	0.28	LP791-18	165.6916667	-16.40611112	16.9
LTT1445Ab	0.11643	5.3587657	0.03813	nan	0.17	LTT1445A	45.46250002	-16.59333335	nan
LTT1445Ac	0.10233	3.1239035	0.0396	nan	0.937	LTT1445A	45.46250002	-16.59333335	nan
LTT3780b	0.11883	0.7683881	0.012	nan	0.518	LTT3780	154.6458333	-11.71777779	13
LTT3780c	0.205	12.252048	0.077	nan	0.756	LTT3780	154.6458333	-11.71777779	13
LTT9779b	0.4211	0.792052	0.01679	nan	nan	LTT9779	358.6666667	-37.62805558	9.76
MASCARA-1b	1.5	2.14878	0.043	nan	0.2	MASCARA-1	317.5515517	10.73887502	8.3
MASCARA-2b/KELT-20b	1.83	3.4741085	0.0542	nan	nan	KELT-20	294.6613963	31.21922612	7.58
MASCARA-3b	1.272	5.5514926	0.06971	2457146.6	0.32	HD93148	161.9083333	71.65583335	8.4
NGTS-1b	1.33	2.647298	0.0326	nan	0.9948	NGTS-1	82.71666668	-36.63083336	nan
NGTS-10b	1.205	0.7668944	0.0143	nan	nan	NGTS-10	91.87083334	-25.59500002	14.3
NGTS-11b	0.823	35.455285	0.2	nan	0.83	NGTS-11	23.52083334	-14.41916668	nan
NGTS-12b	1.048	7.532806	0.0757	nan	nan	NGTS-12	176.25	-35.64055557	12.4
NGTS-13b	1.142	4.119027	0.0549	nan	0.156	NGTS-13	176.2416667	-38.13972223	12.7
NGTS-14Ab	0.44	3.5357173	0.0403	nan	0.59	NGTS-14A	328.5166667	-38.37750002	13.2
NGTS-15b	1.1	3.27623	0.0441	nan	0.509	NGTS-15	73.35416668	-32.80027779	14.6
NGTS-16b	1.3	4.84532	0.0523	nan	0.807	NGTS-16	58.2625	-30.80472224	14.4
NGTS-17b	1.24	3.24253	0.0391	nan	0.688	NGTS-17	72.90000001	-34.22611112	14.3
NGTS-18b	1.21	3.05125	0.0448	nan	0.183	NGTS-18	180.5458333	-35.54861113	14.5
NGTS-2b	1.536	4.5111204	0.0584	nan	0.317	NGTS-2	215.125	-31.20194445	10.96
NGTS-3Ab	1.48	1.6753728	0.023	nan	0.05	NGTS-3A	94.444801	-35.706394	14.6
NGTS-4b	0.2837	1.3373508	0.019	nan	nan	NGTS-4	89.60000001	-30.81194447	13.14
NGTS-5b	1.136	3.3569866	0.0382	nan	nan	NGTS-5	221.0583333	5.605277794	nan
NGTS-6b	1.271	0.882058	0.016623018	nan	0.933	NGTS-6	75.79583334	-30.39944447	15
NGTS-7Ab	1.07	0.67599	0.0139	nan	nan	NGTS-7A	352.5216666	-38.96992065	15.5
NGTS-8b	1.09	2.4997	0.035	nan	nan	NGTS-8	328.975	-14.06833334	13.68
NGTS-9b	1.07	4.43527	0.058	nan	nan	NGTS-9	141.9208333	-19.34722224	12.8
NLTT41135b	1.13	2.889475	0.024	nan	nan	NLTT41135	236.5166667	4.691666687	18
OGLE-TR-10b	1.72	3.10129	0.04162	nan	nan	OGLE-TR-10	267.8666667	-29.8761111	nan
OGLE-TR-111b	1.077	4.01451	0.047	nan	nan	OGLE-TR-111	163.325	-61.4055556	nan
OGLE-TR-113b	1.11	1.4324772	0.0229	nan	nan	OGLE-TR-113	163.1	-61.4466667	nan
OGLE-TR-132b	1.23	1.689868	0.0306	nan	nan	OGLE-TR-132	162.6416667	-61.9569444	nan
OGLE-TR-182b	1.47	3.9791	0.051	nan	nan	OGLE-TR-182	167.3291667	-61.0952778	16.84
OGLE-TR-211b	1.26	3.67724	0.051	nan	nan	OGLE-TR-211	160.0625	-62.4555556	nan
OGLE-TR-56b	1.2	1.211909	0.0225	nan	nan	OGLE-TR-56	269.1458333	-29.5391667	16.6
OGLE2-TR-L9b	1.614	2.4855335	0.0308	nan	nan	OGLE2-TR-L9	166.9791667	-61.1461111	nan
POTS-1b	0.941	3.1606296	0.03734	nan	nan	POTS-1	203.6083	-66.5811	17.94
Qatar-1b	1.143	1.42002504	0.02332	nan	0.645	Qatar-1	303.3833333	65.1619444	12.84
Qatar-10b	1.534	1.645321	0.0286	nan	0.379	Qatar-10	284.4458333	69.57083335	12.8
Qatar-2b	1.254	1.33711647	0.02153	nan	nan	Qatar-2	207.655866	-6.804028	13.3
Qatar-3b	1.096	2.5079204	0.03783	nan	0.35	Qatar-3	359.15	36.21305557	12.88
Qatar-4b	1.552	1.8053949	0.02861	nan	0.114	Qatar-4	4.858333342	44.02750001	13.6
Qatar-5b	1.107	2.8792319	0.04127	nan	0.18	Qatar-5	7.054166671	42.0613889	12.82
Qatar-6Ab	1.062	3.506189	0.0423	nan	0.878	Qatar-6A	222.2083334	22.15250001	11.4
Qatar-7b	1.7	2.032046	0.0352	nan	0.08	Qatar-7	358.5166667	37.02194445	13
Qatar-8b	1.285	3.71495	0.0474	nan	0.096	Qatar-8	157.4125	70.52722224	11.5
Qatar-9b	1.009	1.540731	0.0234	nan	0.097	Qatar-9	160.7480834	60.9641667	14.1
RIK72b	3.06	97.84	nan	nan	nan	RIK72	240.9134691	-18.85816769	nan
SDSSJ1411+2009b	nan	0.0854	nan	nan	nan	SDSSJ1411+2009	212.8583333	20.15305556	nan
SWEEPS-04b	0.81	4.2	0.055	nan	nan	SWEEPS-04	269.725	-29.1891667	18.8
SWEEPS-11b	1.13	1.796	0.03	nan	nan	SWEEPS-11	269.7625	-29.1983333	19.83
TIC237913194b	1.117	15.168865	0.1207	nan	0.9	TIC237913194	22.44583335	-60.74000002	nan
TOI-1062b	0.20198	4.11412	0.052	nan	0.862	TOI-1062	38.12083334	-78.02361112	10.25
TOI-1098b	0.285	10.18271	0.113	nan	0.5	TOI-1098	192.5958333	-88.12111112	9.2
TOI-1130b	0.3256	4.066499	0.04394	nan	0.48	TOI-1130	286.376	-41.43763612	11.4
TOI-1130c	1.5	8.350381	0.07098	nan	0.995	TOI-1130	286.376	-41.43763612	11.4
TOI-122b	0.2427	5.07803	0.0392	nan	0.72	TOI-122	332.9458333	-58.94500003	15.5
TOI-1231b	0.3256	24.245586	0.1288	2458543.7	0.27	TOI-1231	156.7458334	-52.46777779	12.3
TOI-1235b	0.15113	3.444717	0.03826	nan	0.25	TOI-1235	152.2166667	69.27666668	11
TOI-125b	0.2432	4.65382	0.05186	nan	0.27	TOI-125	23.59345834	-66.67633335	nan
TOI-125c	0.24614	9.15059	0.0814	nan	0.522	TOI-125	23.59345834	-66.67633335	nan
TOI-125d	0.2614	19.98	0.137	nan	0.652	TOI-125	23.59345834	-66.67633335	nan
TOI-1259Ab	1.022	3.47798	0.0407	nan	0.065	TOI-1259A	282.1	79.25611112	nan
TOI-1260b	0.20832	3.12748	0.0366	2458684.013	0.26	TOI-1260	157.1458333	65.85416669	11.9
TOI-1260c	0.2516	7.49325	0.0656	nan	0.714	TOI-1260	157.1458333	65.85416669	11.9
TOI-1266b	0.2114	10.894843	0.0736	nan	0.38	TOI-1266	197.9958334	65.83361113	13
TOI-1266c	1.56	18.80151	0.1058	nan	0.61	TOI-1266	197.9958334	65.83361113	13
TOI-1278b	1.09	14.47567	0.095	nan	1.04	TOI-1278	320.4784289	35.64861839	13.5
TOI-1296b	1.231	3.9443715	0.0497	nan	0.13	TOI-1296	256.7708333	70.23861112	11.37
TOI-1298b	0.841	4.537164	0.059	nan	0.16	TOI-1298	241.325	70.18972223	11.89
TOI-132b	0.306	2.1097008	0.026	nan	0.583	TOI-132	338.4	-43.43666668	11.3
TOI-1333b	1.396	4.720219	0.0626	nan	0.504	TOI-1333	325.0166667	48.40694446	9.5
TOI-1338	0.5986	95.141	0.4491	nan	nan	TOI-1338	92.133	-59.541	11.5
TOI-1406b	0.86	10.57415	nan	nan	nan	TOI-1406	82.12916668	-48.40916668	12.1
TOI-1431b/MASCARA-5b	1.508	2.65022	0.047	nan	0.881	TOI-1431/MASCARA-5	316.2041667	55.58805557	8
TOI-1444b	0.12463	0.4702694	nan	nan	0.38	TOI-1444	305.475	70.94361114	11
TOI-1478b	1.06	10.180249	0.0903	nan	0.483	TOI-1478	126.4333333	-13.55972224	10.8
TOI-150b	1.255	5.857487	0.0643	2458328.33	0.33	TOI-150	112.9657	-73.60612	11.4
TOI-1518b	1.875	1.902603	0.039	nan	0.9036	TOI-1518	352.2666667	67.035	nan
TOI-157b	1.286	2.0845435	0.0318	nan	0.8045	TOI-157	73.70000002	-76.68055558	12.7
TOI-1601b	1.239	5.331751	0.06864	nan	0.136	TOI-1601	38.36250001	41.01333334	10.7
TOI-163b	1.489	4.231306	0.058	nan	0.365	TOI-163	79.76666667	-71.89555558	11.5
TOI-1634b	0.1597	0.989343	0.01545	nan	0.24	TOI-1634	56.39166668	37.11222223	13.2
TOI-1685b	0.152	0.6691403	nan	nan	0.473	TOI-1685	68.59583334	43.03694445	nan
TOI-169b	1.086	2.2554477	0.03524	nan	0.9221	TOI-169	16.77916667	-75.19888891	12.4
TOI-172b	0.965	9.47721	0.0913	2458326.549	0.22	TOI-172	316.6333333	-26.6927778	11.4
TOI-1728b	0.4505	3.49151	0.0391	2458843.707	0.39	TOI-1728	120.6125	64.79694447	12.4
TOI-178b	0.10278	1.914558	0.02607	nan	0.17	TOI-178	7.300000004	-30.45361112	12
TOI-178c	0.1489	3.23845	0.037	nan	0.34	TOI-178	7.300000004	-30.45361112	12
TOI-178d	0.22946	6.5577	0.0592	nan	0.485	TOI-178	7.300000004	-30.45361112	12
TOI-178e	0.1969	9.961881	0.0783	nan	0.583	TOI-178	7.300000004	-30.45361112	12
TOI-178f	0.20403	15.231915	0.1039	nan	0.765	TOI-178	7.300000004	-30.45361112	12
TOI-178g	0.256	20.7095	0.1275	nan	0.866	TOI-178	7.300000004	-30.45361112	12
TOI-1789b	1.4	3.208666	0.04873	nan	0.971	TOI-1789	142.7416667	26.54000002	9.7
TOI-1807b	0.16496	0.549372	0.00812	nan	0.546	TOI-1807	201.2833333	38.92250002	10
TOI-1899b	1.37	29.02	0.1587	nan	0.22	TOI-1899	299.425	40.14333334	15
TOI-201b	1	52.97818	0.3	nan	nan	TOI-201	87.40000001	-54.91083336	9.7
TOI-2076b	0.2928	10.35566	0.0631	nan	0.342	TOI-2076	217.3916667	39.79055558	10
TOI-2076c	4.438	nan	0.0885	nan	0.07	TOI-2076	217.3916667	39.79055558	10
TOI-2076d	0.3693	nan	0.1138	nan	0.78	TOI-2076	217.3916667	39.79055558	10
TOI-216b	0.6861	17.0968	0.1293	nan	0.948	TOI-216	73.98023	-63.26006	12.4
TOI-216c	0.901	34.5516	0.2068	nan	0.14	TOI-216	73.98023	-63.26006	12.4
TOI-2184b	1.017	6.90683	nan	nan	0.67	TOI-2184	100.8333333	-66.94777781	12.3
TOI-2202b	1	11.9101	0.09564	nan	nan	TOI-2202	51.22854	-73.95756	nan
TOI-237b	0.1285	5.436098	0.0341	nan	0.3	TOI-237	353.2416667	-29.41500002	16.4
TOI-2406b	0.2623	3.0766896	0.0228	nan	nan	TOI-2406	8.804166671	-3.370555566	18
TOI-251b	0.2444	4.93777	0.05741	nan	nan	TOI-251	353.0625	-37.25583334	9.9
TOI-257b	0.626	18.38827	0.1523	nan	0.28	TOI-257	47.51666667	-50.83250003	nan
TOI-263b	0.91	0.5568143	0.0098	nan	0.29	TOI-263	37.10829168	-25.09733057	nan
TOI-269b	0.2471	3.6977104	0.0345	nan	0.55	TOI-269	75.84583334	-54.17777779	14.4
TOI-270b	0.11125	3.36008	0.0306	nan	nan	TOI-270	68.41666668	-51.95611114	12.6
TOI-270c	0.2159	5.660172	0.0472	nan	nan	TOI-270	68.41666668	-51.95611114	12.6
TOI-270d	0.19	11.38014	0.0733	nan	nan	TOI-270	68.41666668	-51.95611114	12.6
TOI-402b	0.1516	4.75642	0.05245	nan	0.386	TOI-402	36.868245	-27.635184	9.1
TOI-402c	0.225	17.1784	0.1235	nan	0.876	TOI-402	36.868245	-27.635184	9.1
TOI-421b	0.4612	16.06815	0.1182	nan	0.75	TOI-421	81.85416668	-14.27694446	nan
TOI-421c	0.2427	5.19676	0.0557	nan	0.935	TOI-421	81.85416668	-14.27694446	nan
