#name	radius	orbital_period	semi_major_axis	tperi	impact_parameter	star_name	ra	dec	mag_v
Kepler-645b	0.187	3.27582262	nan	nan	nan	Kepler-645	290.322766	44.035809	nan
Kepler-646b	0.178	15.87364565	nan	nan	nan	Kepler-646	290.471339	44.387085	nan
Kepler-647b	0.104	16.2254649	nan	nan	nan	Kepler-647	284.788295	44.591675	nan
Kepler-647c	0.357	29.6663	nan	nan	nan	Kepler-647	284.788295	44.591675	nan
Kepler-648b	0.287	17.4211749	nan	nan	nan	Kepler-648	283.899655	45.016888	nan
Kepler-649b	0.202	29.90722674	nan	nan	nan	Kepler-649	285.655936	45.079556	nan
Kepler-65b	0.127	2.15491	0.035	nan	0.16	Kepler-65	288.6887	41.151173	11.018
Kepler-65c	0.23	5.859944	0.068	nan	0.42	Kepler-65	288.6887	41.151173	11.018
Kepler-65d	0.136	8.13123	0.084	nan	0.53	Kepler-65	288.6887	41.151173	11.018
Kepler-650b	0.264	3.03214559	nan	nan	nan	Kepler-650	289.000875	45.15427	nan
Kepler-651b	0.211	21.38521506	nan	nan	nan	Kepler-651	287.33279	46.2035	nan
Kepler-652b	0.222	4.18200253	nan	nan	nan	Kepler-652	288.00811	46.473557	nan
Kepler-653b	0.174	14.70748976	nan	nan	nan	Kepler-653	282.21293	46.717819	nan
Kepler-653c	0.07	0.90037648	nan	nan	nan	Kepler-653	282.21293	46.717819	nan
Kepler-654b	0.185	13.72465129	nan	nan	nan	Kepler-654	297.068412	46.834278	nan
Kepler-655b	0.242	46.4063358	nan	nan	nan	Kepler-655	297.259092	46.843193	nan
Kepler-656b	0.278	1.26025909	nan	nan	nan	Kepler-656	288.327899	47.381592	nan
Kepler-657b	0.314	24.54350418	nan	nan	nan	Kepler-657	291.197299	47.3078	nan
Kepler-658b	0.145	1.28707676	nan	nan	nan	Kepler-658	282.98379	47.57859	nan
Kepler-659b	0.223	17.671796	nan	nan	nan	Kepler-659	287.608202	47.509686	nan
Kepler-66b	0.25	17.815815	0.1352	nan	0.56	Kepler-66	293.981569	46.687748	15.3
Kepler-660b	0.229	9.27358194	nan	nan	nan	Kepler-660	288.138262	47.724453	nan
Kepler-661b	0.274	6.02930132	nan	nan	nan	Kepler-661	283.710881	47.86327	nan
Kepler-662b	0.194	21.67697486	nan	nan	nan	Kepler-662	290.465134	47.92918	nan
Kepler-663b	0.232	4.99678284	nan	nan	nan	Kepler-663	297.808262	47.946671	nan
Kepler-664b	0.237	2.52559332	nan	nan	nan	Kepler-664	288.754887	48.2262	nan
Kepler-665b	0.232	16.01310205	nan	nan	nan	Kepler-665	297.02563	48.478596	nan
Kepler-666b	0.214	4.49876092	nan	nan	nan	Kepler-666	298.45684	48.791592	nan
Kepler-667b	0.422	41.43962808	nan	nan	nan	Kepler-667	295.555049	49.017342	nan
Kepler-668b	0.241	8.35390639	nan	nan	nan	Kepler-668	285.49925	49.277348	nan
Kepler-669b	0.431	4.12554687	nan	nan	nan	Kepler-669	291.936173	49.253986	nan
Kepler-67b	0.262	15.7259	0.1171	nan	0.37	Kepler-67	294.153336	46.166438	16.4
Kepler-670b	1.176	2.81650485	nan	nan	nan	Kepler-670	297.015468	49.225292	nan
Kepler-671b	0.24	4.28095859	nan	nan	nan	Kepler-671	294.265808	49.314091	nan
Kepler-672b	0.223	38.3774623	nan	nan	nan	Kepler-672	291.722008	49.480877	nan
Kepler-673b	0.583	3.72873109	nan	nan	nan	Kepler-673	290.785759	50.054119	nan
Kepler-674b	0.151	2.24338185	nan	nan	nan	Kepler-674	285.176211	50.149818	nan
Kepler-675b	0.218	2.33743801	nan	nan	nan	Kepler-675	293.833326	50.230354	nan
Kepler-676b	0.271	11.59822172	nan	nan	nan	Kepler-676	296.22197	50.287237	nan
Kepler-677b	0.48	6.57531678	nan	nan	nan	Kepler-677	290.098067	50.321609	nan
Kepler-678b	0.459	7.27503724	nan	nan	nan	Kepler-678	295.455293	50.49456	nan
Kepler-679b	0.269	12.39358604	nan	nan	nan	Kepler-679	296.021342	50.567783	nan
Kepler-68b	0.206	5.3988	0.0617	nan	0.48	Kepler-68	291.032305	49.040272	nan
Kepler-68c	0.0827	9.6051	0.09059	nan	0.77	Kepler-68	291.032305	49.040272	nan
Kepler-680b	0.216	3.68992629	nan	nan	nan	Kepler-680	291.62241	50.618237	nan
Kepler-681b	0.275	26.39435646	nan	nan	nan	Kepler-681	289.399721	51.250324	nan
Kepler-682b	0.658	12.61190667	nan	nan	nan	Kepler-682	289.112222	51.737381	nan
Kepler-683b	0.176	2.53918318	nan	nan	nan	Kepler-683	291.439982	37.905656	nan
Kepler-684b	0.3	6.77030201	nan	nan	nan	Kepler-684	290.870517	38.273635	nan
Kepler-685b	0.944	1.6255222	nan	nan	nan	Kepler-685	293.87193	38.422949	nan
Kepler-686b	1.084	1.59474546	nan	nan	nan	Kepler-686	285.213807	39.027485	nan
Kepler-687b	0.314	20.50586978	nan	nan	nan	Kepler-687	289.315452	39.153285	nan
Kepler-688b	0.871	3.89593684	nan	nan	nan	Kepler-688	294.655242	39.308366	nan
Kepler-689b	0.258	22.36656079	nan	nan	nan	Kepler-689	294.710624	39.521744	nan
Kepler-69b	0.2	13.722341	0.094	nan	0.15	Kepler-69	293.260938	44.868896	13.7
Kepler-69c	0.153	242.4613	0.64	nan	0.12	Kepler-69	293.260938	44.868896	13.7
Kepler-690b	0.531	7.74809437	nan	nan	nan	Kepler-690	294.489906	39.771446	nan
Kepler-691b	0.186	8.114379	nan	nan	nan	Kepler-691	288.812003	40.033398	nan
Kepler-692b	0.277	21.81293494	nan	nan	nan	Kepler-692	294.77684	40.153738	nan
Kepler-693b	0.908	15.37563332	nan	nan	nan	Kepler-693	283.253557	40.358196	nan
Kepler-694b	0.25	6.36584161	nan	nan	nan	Kepler-694	291.149507	40.420518	nan
Kepler-695b	0.822	3.04033042	nan	nan	nan	Kepler-695	299.316097	40.822362	nan
Kepler-696b	0.548	4.19042557	nan	nan	nan	Kepler-696	293.49661	41.137592	nan
Kepler-697b	0.368	3.70987065	nan	nan	nan	Kepler-697	283.86439	41.346458	nan
Kepler-698b	0.328	16.32976218	nan	nan	nan	Kepler-698	288.509997	41.301769	nan
Kepler-699b	1.259	27.80756293	nan	nan	nan	Kepler-699	296.888201	41.396091	nan
Kepler-7b	1.622	4.8854892	0.06067	nan	0.5599	Kepler-7	288.581516	41.0898	nan
Kepler-700b	0.534	80.8720639	nan	nan	nan	Kepler-700	287.1543	41.565788	nan
Kepler-701b	0.253	10.35533177	nan	nan	nan	Kepler-701	288.994182	41.633278	nan
Kepler-702b	0.818	10.52629406	nan	nan	nan	Kepler-702	293.878112	41.66177	nan
Kepler-703b	0.732	4.58352176	nan	nan	nan	Kepler-703	299.186861	41.742682	nan
Kepler-704b	0.233	3.76182115	nan	nan	nan	Kepler-704	283.316391	41.83712	nan
Kepler-705b	0.188	56.0560538	nan	nan	nan	Kepler-705	289.508502	41.812107	nan
Kepler-706b	1.175	41.40831347	nan	nan	nan	Kepler-706	291.760406	41.944077	nan
Kepler-707b	0.119	2.23749275	nan	nan	nan	Kepler-707	290.00757	42.116459	nan
Kepler-708b	0.261	3.16789194	nan	nan	nan	Kepler-708	293.816466	42.212498	nan
Kepler-709b	0.261	16.08524954	nan	nan	nan	Kepler-709	292.105207	42.380318	nan
Kepler-710b	0.168	4.34728553	nan	nan	nan	Kepler-710	291.964161	42.696144	nan
Kepler-711b	0.304	23.58914398	nan	nan	nan	Kepler-711	297.460015	42.839924	nan
Kepler-712b	0.304	21.02247699	nan	nan	nan	Kepler-712	294.909734	42.935261	nan
Kepler-712c	0.433	226.89047	nan	nan	nan	Kepler-712	294.909734	42.935261	nan
Kepler-713b	0.221	7.411141	nan	nan	nan	Kepler-713	295.651502	43.029831	nan
Kepler-714b	0.863	8.09888799	nan	nan	nan	Kepler-714	282.699531	43.272743	nan
Kepler-715b	0.335	10.00652995	nan	nan	nan	Kepler-715	283.630767	43.379398	nan
Kepler-716b	0.259	10.37168453	nan	nan	nan	Kepler-716	290.393214	43.363899	nan
Kepler-716c	0.124	3.96999	nan	nan	nan	Kepler-716	290.393214	43.363899	nan
Kepler-717b	0.216	4.40840023	nan	nan	nan	Kepler-717	292.965535	43.34639	nan
Kepler-718b	1.477	2.0523499	nan	nan	nan	Kepler-718	299.561877	43.503559	nan
Kepler-719b	0.76	5.00731778	nan	nan	nan	Kepler-719	295.536136	43.884453	nan
Kepler-720b	0.75	4.70832654	nan	nan	nan	Kepler-720	298.635649	44.170944	nan
Kepler-721b	0.236	5.39202539	nan	nan	nan	Kepler-721	284.430506	44.480534	nan
Kepler-722b	0.235	4.09357325	nan	nan	nan	Kepler-722	290.263285	44.55645	nan
Kepler-722c	0.252	105.144749	nan	nan	nan	Kepler-722	290.263285	44.55645	nan
Kepler-723b	1.088	4.08227507	nan	nan	nan	Kepler-723	284.830468	44.658142	nan
Kepler-724b	0.294	3.31494634	nan	nan	nan	Kepler-724	293.454838	44.792797	nan
Kepler-725b	0.948	39.64317811	nan	nan	nan	Kepler-725	283.977492	44.811562	nan
Kepler-726b	0.291	21.80451088	nan	nan	nan	Kepler-726	291.717311	44.887306	nan
Kepler-727b	0.226	5.15448442	nan	nan	nan	Kepler-727	294.846908	45.034416	nan
Kepler-728b	0.298	5.74347727	nan	nan	nan	Kepler-728	291.092356	45.115528	nan
Kepler-729b	0.319	3.16635371	nan	nan	nan	Kepler-729	286.360112	45.414295	nan
Kepler-730b	1.1	6.49168281	0.0694	nan	0.561	Kepler-730	285.554804	45.578857	nan
Kepler-730c	0.14	2.85188338	0.03997	nan	0.659	Kepler-730	285.554804	45.578857	nan
Kepler-731b	1.238	3.85560355	nan	nan	nan	Kepler-731	296.393174	45.568558	nan
Kepler-732b	0.194	9.46781405	nan	nan	nan	Kepler-732	283.732021	45.958771	nan
Kepler-732c	0.113	0.89304124	nan	nan	nan	Kepler-732	283.732021	45.958771	nan
Kepler-733b	0.252	20.83424726	nan	nan	nan	Kepler-733	293.018285	45.914692	nan
Kepler-734b	0.318	6.10485286	nan	nan	nan	Kepler-734	297.045638	46.027363	nan
Kepler-735b	0.263	11.51516988	nan	nan	nan	Kepler-735	284.688884	46.172249	nan
Kepler-736b	0.261	3.60147201	nan	nan	nan	Kepler-736	285.391321	46.180939	nan
Kepler-737b	0.175	28.59915399	nan	nan	nan	Kepler-737	291.862847	46.429256	nan
Kepler-738b	0.223	24.58721573	nan	nan	nan	Kepler-738	287.569664	46.567859	nan
Kepler-739b	0.296	12.53248465	nan	nan	nan	Kepler-739	290.067985	46.57914	nan
Kepler-74b	0.96	7.340711	0.0781	2454967.04	0.685	Kepler-74	293.092525	41.355523	14.23
Kepler-740b	0.408	3.58410122	nan	nan	nan	Kepler-740	286.482254	46.692451	nan
Kepler-741b	0.265	7.03902374	nan	nan	nan	Kepler-741	289.431703	46.617531	nan
Kepler-742b	0.289	8.36086824	nan	nan	nan	Kepler-742	283.866019	46.789589	nan
Kepler-743b	0.108	3.17926292	nan	nan	nan	Kepler-743	295.574168	42.806436	nan
Kepler-744b	0.145	12.06222443	nan	nan	nan	Kepler-744	296.496136	47.182865	nan
Kepler-745b	0.193	9.93143556	nan	nan	nan	Kepler-745	291.49943	37.059283	nan
Kepler-746b	0.099	3.48159251	nan	nan	nan	Kepler-746	290.682243	37.355117	nan
Kepler-747b	0.47	35.61760587	nan	nan	nan	Kepler-747	288.416503	41.029804	nan
Kepler-748b	0.225	7.40742793	nan	nan	nan	Kepler-748	292.262899	37.236992	nan
Kepler-749b	0.277	17.31716585	nan	nan	nan	Kepler-749	299.89723	43.903908	nan
Kepler-75b	1.05	8.8849116	0.0818	2455002.841	0.13	Kepler-75	291.137593	36.577386	15
Kepler-750b	0.274	9.42887179	nan	nan	nan	Kepler-750	289.096874	44.004379	nan
Kepler-750c	0.145	4.08899022	nan	nan	nan	Kepler-750	289.096874	44.004379	nan
Kepler-751b	0.219	17.44490636	nan	nan	nan	Kepler-751	294.843831	44.077686	nan
Kepler-752b	0.251	18.82747265	nan	nan	nan	Kepler-752	292.268128	37.955654	nan
Kepler-753b	0.17	5.74772501	nan	nan	nan	Kepler-753	291.903273	37.902288	nan
Kepler-754b	0.179	14.5596237	nan	nan	nan	Kepler-754	293.254104	37.846192	nan
Kepler-755b	0.157	1.26909037	nan	nan	nan	Kepler-755	296.860998	41.097338	nan
Kepler-755c	0.112	2.85313364	nan	nan	nan	Kepler-755	296.860998	41.097338	nan
Kepler-756b	0.1	1.22486632	nan	nan	nan	Kepler-756	290.607939	41.201093	nan
Kepler-757b	0.121	1.02267882	nan	nan	nan	Kepler-757	296.680438	41.386515	nan
Kepler-758b	0.221	12.1097104	nan	nan	nan	Kepler-758	293.084606	41.135436	nan
Kepler-758c	0.151	4.75793986	nan	nan	nan	Kepler-758	293.084606	41.135436	nan
Kepler-758d	0.189	20.4966197	nan	nan	nan	Kepler-758	293.084606	41.135436	nan
Kepler-758e	0.136	8.1934719	nan	nan	nan	Kepler-758	293.084606	41.135436	nan
Kepler-759b	0.203	41.805985	nan	nan	nan	Kepler-759	290.131501	41.381498	nan
Kepler-760b	0.273	8.70419416	nan	nan	nan	Kepler-760	287.593209	44.179417	nan
Kepler-760c	0.132	2.46697439	nan	nan	nan	Kepler-760	287.593209	44.179417	nan
Kepler-761b	0.181	10.12804789	nan	nan	nan	Kepler-761	290.503604	44.143581	nan
Kepler-762b	1.131	3.7705521	nan	nan	nan	Kepler-762	291.275634	47.329491	nan
Kepler-763b	0.109	1.19655156	nan	nan	nan	Kepler-763	292.144477	47.157352	nan
Kepler-764b	0.146	7.33683936	nan	nan	nan	Kepler-764	297.393183	47.164627	nan
Kepler-765b	0.217	27.6655226	nan	nan	nan	Kepler-765	283.184612	47.15567	nan
Kepler-766b	0.302	6.10027804	nan	nan	nan	Kepler-766	293.184531	37.969851	nan
Kepler-767b	0.592	161.5280101	nan	nan	nan	Kepler-767	291.579173	38.035828	nan
Kepler-768b	0.16	11.3910025	nan	nan	nan	Kepler-768	294.115656	38.393485	nan
Kepler-769b	0.261	7.42608998	nan	nan	nan	Kepler-769	292.713101	38.358213	nan
Kepler-769c	0.16	15.9870174	nan	nan	nan	Kepler-769	292.713101	38.358213	nan
Kepler-77b	0.96	3.57878087	0.04501	nan	0.341	Kepler-77	289.607956	44.345425	15
Kepler-770b	0.205	18.92540274	nan	nan	nan	Kepler-770	286.490428	38.374907	nan
Kepler-770c	0.107	1.47532231	nan	nan	nan	Kepler-770	286.490428	38.374907	nan
Kepler-770d	0.125	4.15244722	nan	nan	nan	Kepler-770	286.490428	38.374907	nan
Kepler-771b	0.162	8.73485836	nan	nan	nan	Kepler-771	287.44409	38.088431	nan
Kepler-772b	0.162	12.99207337	nan	nan	nan	Kepler-772	291.423583	38.216591	nan
Kepler-773b	0.128	3.74910006	nan	nan	nan	Kepler-773	290.884667	38.057567	nan
Kepler-774b	0.283	11.0895723	nan	nan	nan	Kepler-774	291.03193	38.211956	nan
Kepler-775b	0.106	0.97486893	nan	nan	nan	Kepler-775	291.433297	41.703438	nan
Kepler-776b	0.114	4.89718784	nan	nan	nan	Kepler-776	287.27264	41.635559	nan
Kepler-777b	0.131	5.72812599	nan	nan	nan	Kepler-777	282.724059	44.346478	nan
Kepler-778b	0.15	3.75574426	nan	nan	nan	Kepler-778	287.477437	44.237514	nan
Kepler-779b	0.082	7.09714223	nan	nan	nan	Kepler-779	285.628532	44.310889	nan
Kepler-78b	0.1	0.35500744	0.01	nan	nan	Kepler-78	293.74169	44.44833	12
Kepler-780b	0.079	0.67737516	nan	nan	nan	Kepler-780	281.766389	44.292549	nan
Kepler-781b	0.258	13.2140732	nan	nan	nan	Kepler-781	287.653619	47.414811	nan
Kepler-782b	0.286	158.6853308	nan	nan	nan	Kepler-782	288.868231	47.759434	nan
Kepler-783b	0.07	4.29264638	nan	nan	nan	Kepler-783	291.062936	47.484803	nan
Kepler-783c	0.208	7.05395	nan	nan	nan	Kepler-783	291.062936	47.484803	nan
Kepler-784b	0.141	31.5922646	nan	nan	nan	Kepler-784	295.920663	47.448616	nan
Kepler-785b	1.162	1.97376093	nan	nan	nan	Kepler-785	292.068304	38.842261	nan
Kepler-786b	0.217	53.5293487	nan	nan	nan	Kepler-786	293.743938	38.939276	nan
Kepler-787b	0.114	0.9283105	nan	nan	nan	Kepler-787	291.692465	38.572907	nan
Kepler-788b	0.227	8.39846269	nan	nan	nan	Kepler-788	290.000414	38.539892	nan
Kepler-789b	0.189	8.63847725	nan	nan	nan	Kepler-789	295.975153	38.946652	nan
Kepler-79b	0.31	13.4845	0.117	nan	0.41	Kepler-79	300.517131	44.38158	14.11
Kepler-79c	0.332	27.4029	0.187	nan	0.278	Kepler-79	300.517131	44.38158	14.11
Kepler-79d	0.639	52.0902	0.287	nan	0.056	Kepler-79	300.517131	44.38158	14.11
Kepler-79e	0.311	81.0659	0.386	nan	0.963	Kepler-79	300.517131	44.38158	14.11
Kepler-790b	0.194	13.73469807	nan	nan	nan	Kepler-790	286.917117	38.872221	nan
Kepler-791b	0.272	14.5539759	nan	nan	nan	Kepler-791	293.595841	39.029477	nan
Kepler-792b	0.175	11.30119217	nan	nan	nan	Kepler-792	292.006813	38.820733	nan
Kepler-793b	0.122	4.24153639	nan	nan	nan	Kepler-793	295.21664	38.774343	nan
Kepler-794b	0.188	11.13125132	nan	nan	nan	Kepler-794	288.133701	38.996881	nan
Kepler-795b	0.15	29.6193421	nan	nan	nan	Kepler-795	291.019046	38.54558	nan
Kepler-796b	0.116	6.40087618	nan	nan	nan	Kepler-796	287.307857	39.144731	nan
Kepler-797b	0.194	27.07237711	nan	nan	nan	Kepler-797	297.208965	41.781708	nan
Kepler-798b	0.213	13.71933369	nan	nan	nan	Kepler-798	292.478209	42.142291	nan
Kepler-799b	0.614	133.4605235	nan	nan	nan	Kepler-799	287.174894	44.878571	nan
Kepler-8b	1.416	3.5224991	0.0474	nan	0.7191	Kepler-8	281.288118	42.45108	13.9
Kepler-80b	0.238	7.05246	0.0648	nan	nan	Kepler-80	296.112564	39.978779	15
Kepler-80c	0.244	9.52355	0.0792	nan	nan	Kepler-80	296.112564	39.978779	15
Kepler-80d	0.136	3.07222	0.0372	nan	nan	Kepler-80	296.112564	39.978779	15
Kepler-80e	0.143	4.64489	0.0491	nan	nan	Kepler-80	296.112564	39.978779	15
Kepler-80f	0.108	0.9867873	0.0175	nan	nan	Kepler-80	296.112564	39.978779	15
Kepler-80g	0.101	14.64558	0.14	nan	0.52	Kepler-80	296.112564	39.978779	15
Kepler-800b	0.254	14.13176026	nan	nan	nan	Kepler-800	286.574823	44.795204	nan
Kepler-801b	0.178	11.41928253	nan	nan	nan	Kepler-801	286.075243	44.664639	nan
Kepler-802b	0.316	40.0587473	nan	nan	nan	Kepler-802	286.015855	45.007767	nan
Kepler-803b	0.338	50.28638192	nan	nan	nan	Kepler-803	299.221605	44.693874	nan
Kepler-804b	0.173	14.37457351	nan	nan	nan	Kepler-804	293.37227	44.785137	nan
Kepler-804c	0.102	9.65185017	nan	nan	nan	Kepler-804	293.37227	44.785137	nan
Kepler-805b	0.258	30.8638931	nan	nan	nan	Kepler-805	293.229945	45.053314	nan
Kepler-806b	0.102	8.09219642	nan	nan	nan	Kepler-806	296.007043	44.853443	nan
Kepler-807b	0.93	117.9310878	nan	nan	nan	Kepler-807	289.020172	48.119812	nan
Kepler-808b	0.13	0.63133235	nan	nan	nan	Kepler-808	291.59409	48.445614	nan
Kepler-809b	0.269	55.63934	nan	nan	nan	Kepler-809	289.083643	48.018131	nan
Kepler-81b	0.216	5.955	0.056	nan	nan	Kepler-81	293.63695	42.82497	15.563
Kepler-81c	0.211	12.04	0.089	nan	nan	Kepler-81	293.63695	42.82497	15.563
Kepler-81d	0.108	20.837846	0.128	nan	0.71	Kepler-81	293.63695	42.82497	15.563
Kepler-810b	0.172	4.59725385	nan	nan	nan	Kepler-810	296.614859	48.082645	nan
Kepler-811b	0.241	23.58447697	nan	nan	nan	Kepler-811	285.424273	47.834614	nan
Kepler-812b	0.317	10.11716531	nan	nan	nan	Kepler-812	288.85529	48.208538	nan
Kepler-813b	0.191	19.12947337	nan	nan	nan	Kepler-813	285.662694	48.435371	nan
Kepler-814b	0.189	6.1469851	nan	nan	nan	Kepler-814	284.910486	48.431644	nan
Kepler-815b	0.367	8.57503552	nan	nan	nan	Kepler-815	285.22111	47.881382	nan
Kepler-816b	0.914	10.50682565	nan	nan	nan	Kepler-816	293.362842	39.212452	nan
Kepler-817b	0.806	3.99010623	nan	nan	nan	Kepler-817	296.081856	39.161617	nan
Kepler-818b	0.456	10.03538581	nan	nan	nan	Kepler-818	296.235105	39.370343	nan
Kepler-819b	0.246	33.1995648	nan	nan	nan	Kepler-819	295.370797	39.177218	nan
Kepler-82b	0.363	26.44	0.1683	nan	nan	Kepler-82	292.87339	42.966137	nan
Kepler-82c	0.476	51.54	0.2626	nan	nan	Kepler-82	292.87339	42.966137	nan
Kepler-82d	0.158	2.382961	0.034	nan	0.05	Kepler-82	292.87339	42.966137	nan
Kepler-82e	0.22	5.902206	0.063	nan	0	Kepler-82	292.87339	42.966137	nan
Kepler-820b	0.543	127.8338098	nan	nan	nan	Kepler-820	291.020145	39.220678	nan
Kepler-821b	0.117	1.92279873	nan	nan	nan	Kepler-821	285.617437	39.37953	nan
Kepler-822b	0.158	3.22296927	nan	nan	nan	Kepler-822	292.276118	39.550179	nan
Kepler-823b	0.14	4.16809082	nan	nan	nan	Kepler-823	284.582577	39.220204	nan
Kepler-824b	0.167	4.51436633	nan	nan	nan	Kepler-824	290.477412	39.732009	nan
Kepler-825b	0.136	3.77360059	nan	nan	nan	Kepler-825	294.769908	39.398514	nan
Kepler-825c	0.164	8.1818246	nan	nan	nan	Kepler-825	294.769908	39.398514	nan
Kepler-826b	0.112	4.48758907	nan	nan	nan	Kepler-826	284.860139	39.240548	nan
Kepler-827b	0.502	51.92927591	nan	nan	nan	Kepler-827	294.966046	42.708569	nan
Kepler-828b	0.135	0.56785714	nan	nan	nan	Kepler-828	286.887275	42.471256	nan
Kepler-829b	0.188	6.88337562	nan	nan	nan	Kepler-829	282.332793	42.463825	nan
Kepler-83b	0.252	9.77	0.078	nan	nan	Kepler-83	282.232525	43.665627	16.511
Kepler-83c	0.211	20.09	0.126	nan	nan	Kepler-83	282.232525	43.665627	16.511
Kepler-83d	0.173	5.169796	0.051	nan	0.37	Kepler-83	282.232525	43.665627	16.511
Kepler-830b	0.152	11.29695137	nan	nan	nan	Kepler-830	295.054286	42.756847	nan
Kepler-831b	0.113	5.62153941	nan	nan	nan	Kepler-831	294.985491	42.727669	nan
Kepler-832b	0.184	7.1396941	nan	nan	nan	Kepler-832	295.926094	45.383862	nan
Kepler-833b	0.18	18.7546998	nan	nan	nan	Kepler-833	290.479954	45.6007	nan
Kepler-834b	0.18	13.32388301	nan	nan	nan	Kepler-834	287.054516	45.180374	nan
Kepler-835b	0.249	11.41909375	nan	nan	nan	Kepler-835	283.574233	45.734802	nan
Kepler-836b	0.244	11.36112327	nan	nan	nan	Kepler-836	287.452778	45.704399	nan
Kepler-837b	0.228	16.56059504	nan	nan	nan	Kepler-837	285.24667	45.950195	nan
Kepler-838b	0.244	15.74957994	nan	nan	nan	Kepler-838	285.435512	45.976021	nan
Kepler-839b	0.229	37.8144514	nan	nan	nan	Kepler-839	291.074676	45.242584	nan
Kepler-84b	0.199	8.726	0.083	nan	nan	Kepler-84	298.252049	40.496077	15.032
Kepler-84c	0.211	12.883	0.108	nan	nan	Kepler-84	298.252049	40.496077	15.032
Kepler-84d	0.123	4.224537	0.052	nan	0.02	Kepler-84	298.252049	40.496077	15.032
Kepler-84e	0.232	27.434389	0.181	nan	0.09	Kepler-84	298.252049	40.496077	15.032
Kepler-84f	0.196	44.552169	0.25	nan	0.34	Kepler-84	298.252049	40.496077	15.032
Kepler-840b	1.523	2.49577962	nan	nan	nan	Kepler-840	296.507394	49.457291	nan
Kepler-841b	0.467	124.4198398	nan	nan	nan	Kepler-841	284.251306	48.809612	nan
Kepler-842b	0.143	1.21956827	nan	nan	nan	Kepler-842	292.328581	49.653538	nan
Kepler-843b	0.231	2.05387982	nan	nan	nan	Kepler-843	296.321994	48.971478	nan
Kepler-844b	0.15	2.61302086	nan	nan	nan	Kepler-844	287.857729	48.774113	nan
Kepler-845b	0.182	0.92785982	nan	nan	nan	Kepler-845	290.957565	49.203812	nan
Kepler-846b	0.221	19.80792185	nan	nan	nan	Kepler-846	287.057016	49.046021	nan
Kepler-847b	0.105	2.3432319	nan	nan	nan	Kepler-847	283.504798	49.451015	nan
Kepler-848b	0.152	6.91134416	nan	nan	nan	Kepler-848	293.288273	48.811619	nan
Kepler-849b	0.637	394.6244904	nan	nan	nan	Kepler-849	290.851779	48.521339	nan
Kepler-85b	0.176	8.306	0.07891	nan	nan	Kepler-85	290.973429	45.290318	15
Kepler-85c	0.194	12.513	0.10369	nan	nan	Kepler-85	290.973429	45.290318	15
Kepler-85d	0.107	17.91323	0.13	nan	0	Kepler-85	290.973429	45.290318	15
Kepler-85e	0.113	25.216751	0.163	nan	0.2	Kepler-85	290.973429	45.290318	15
Kepler-850b	0.159	7.19303878	nan	nan	nan	Kepler-850	293.084462	48.57539	nan
Kepler-851b	0.15	8.50699658	nan	nan	nan	Kepler-851	294.680286	49.14016	nan
Kepler-852b	0.227	44.9309804	nan	nan	nan	Kepler-852	297.391593	48.560692	nan
Kepler-853b	0.151	7.16892463	nan	nan	nan	Kepler-853	283.936824	49.110325	nan
Kepler-854b	1.492	2.14463285	nan	nan	nan	Kepler-854	293.351293	43.13464	nan
Kepler-855b	0.745	7.8866311	nan	nan	nan	Kepler-855	295.09499	43.537586	nan
Kepler-856b	0.83	8.02768059	nan	nan	nan	Kepler-856	289.603836	46.314953	nan
Kepler-857b	0.607	85.35129427	nan	nan	nan	Kepler-857	294.632389	43.400467	nan
Kepler-858b	0.434	76.13602028	nan	nan	nan	Kepler-858	288.848631	51.209049	nan
Kepler-859b	0.276	20.38177573	nan	nan	nan	Kepler-859	286.741873	43.190108	nan
Kepler-86b	0.8466	282.5254	0.824	nan	nan	Kepler-86	289.7625	51.9625	nan
Kepler-860b	0.289	5.10137945	nan	nan	nan	Kepler-860	295.577265	46.254742	nan
Kepler-861b	0.203	3.94963138	nan	nan	nan	Kepler-861	292.353929	46.22628	nan
Kepler-862b	0.197	3.14866453	nan	nan	nan	Kepler-862	297.779266	46.492741	nan
Kepler-863b	0.259	15.59461874	nan	nan	nan	Kepler-863	297.664523	43.248962	nan
Kepler-864b	0.214	5.83376092	nan	nan	nan	Kepler-864	285.057092	46.320675	nan
Kepler-865b	0.222	14.16399294	nan	nan	nan	Kepler-865	297.724283	43.527435	nan
Kepler-866b	0.145	2.61703254	nan	nan	nan	Kepler-866	290.122337	43.08556	nan
Kepler-867b	0.414	150.242127	nan	nan	nan	Kepler-867	287.285313	51.249981	nan
Kepler-868b	0.183	5.03251791	nan	nan	nan	Kepler-868	282.363512	46.67524	nan
Kepler-869b	0.322	40.4287755	nan	nan	nan	Kepler-869	289.424591	50.994122	nan
Kepler-87b	1.204	114.73635	0.481	nan	0.727	Kepler-87	297.916877	46.96513	15
Kepler-87c	0.548	191.2318	0.676	nan	0.579	Kepler-87	297.916877	46.96513	15
Kepler-870b	0.248	21.3587621	nan	nan	nan	Kepler-870	295.402544	50.478634	nan
Kepler-871b	0.334	22.0459018	nan	nan	nan	Kepler-871	294.52711	43.36816	nan
Kepler-872b	0.178	2.57885507	nan	nan	nan	Kepler-872	295.417461	43.60564	nan
Kepler-873b	0.335	20.5533844	nan	nan	nan	Kepler-873	296.403212	51.271339	nan
